"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0055005,-0.092097,0,1,0.386,0.386,1,0
-0.0055065,-0.092079,0,1,0.387,0.387,1,0
-0.0055125,-0.092062,0,1,0.388,0.388,1,0
-0.0055185,-0.092044,0,1,0.389,0.389,1,0
-0.0055245,-0.092027,0,1,0.39,0.39,1,0
-0.0055304,-0.092009,0,1,0.391,0.391,1,0
-0.0055364,-0.091992,0,1,0.392,0.392,1,0
-0.0055424,-0.091974,0,1,0.393,0.393,1,0
-0.0055484,-0.091956,0,1,0.394,0.394,1,0
-0.0055544,-0.091939,0,1,0.395,0.395,1,0
-0.0055603,-0.091921,0,1,0.396,0.396,1,0
-0.0055663,-0.091904,0,1,0.397,0.397,1,0
-0.0055723,-0.091886,0,1,0.398,0.398,1,0
-0.0055783,-0.091869,0,1,0.399,0.399,1,0
-0.0055843,-0.091851,0,1,0.4,0.4,1,0
-0.0055902,-0.091834,0,1,0.401,0.401,1,0
-0.0055962,-0.091816,0,1,0.402,0.402,1,0
-0.0056022,-0.091799,0,1,0.403,0.403,1,0
-0.0056082,-0.091781,0,1,0.404,0.404,1,0
-0.0056142,-0.091764,0,1,0.405,0.405,1,0
-0.0056201,-0.091746,0,1,0.406,0.406,1,0
-0.0056261,-0.091729,0,1,0.407,0.407,1,0
-0.0056321,-0.091711,0,1,0.408,0.408,1,0
-0.0056381,-0.091693,0,1,0.409,0.409,1,0
-0.0056441,-0.091676,0,1,0.41,0.41,1,0
-0.00565,-0.091658,0,1,0.411,0.411,1,0
-0.005656,-0.091641,0,1,0.412,0.412,1,0
-0.005662,-0.091623,0,1,0.413,0.413,1,0
-0.005668,-0.091606,0,1,0.414,0.414,1,0
-0.005674,-0.091588,0,1,0.415,0.415,1,0
-0.00568,-0.091571,0,1,0.416,0.416,1,0
-0.0056826,-0.091553,0,1,0.417,0.417,1,0
-0.0056834,-0.091535,0,1,0.418,0.418,1,0
-0.0056841,-0.091517,0,1,0.419,0.419,1,0
-0.0056849,-0.091499,0,1,0.42,0.42,1,0
-0.0056857,-0.091481,0,1,0.421,0.421,1,0
-0.0056865,-0.091463,0,1,0.422,0.422,1,0
-0.0056872,-0.091445,0,1,0.423,0.423,1,0
-0.005688,-0.091427,0,1,0.424,0.424,1,0
-0.0056888,-0.091409,0,1,0.425,0.425,1,0
-0.0056896,-0.091391,0,1,0.426,0.426,1,0
-0.0056903,-0.091373,0,1,0.427,0.427,1,0
-0.0056911,-0.091355,0,1,0.428,0.428,1,0
-0.0056919,-0.091337,0,1,0.429,0.429,1,0
-0.0056927,-0.091319,0,1,0.43,0.43,1,0
-0.0056934,-0.091301,0,1,0.431,0.431,1,0
-0.0056942,-0.091283,0,1,0.432,0.432,1,0
-0.005695,-0.091265,0,1,0.433,0.433,1,0
-0.0056957,-0.091247,0,1,0.434,0.434,1,0
-0.0056965,-0.091229,0,1,0.435,0.435,1,0
-0.0056973,-0.091211,0,1,0.436,0.436,1,0
-0.0056981,-0.091193,0,1,0.437,0.437,1,0
-0.0056988,-0.091175,0,1,0.438,0.438,1,0
-0.0056996,-0.091157,0,1,0.439,0.439,1,0
-0.0057004,-0.091139,0,1,0.44,0.44,1,0
-0.0057012,-0.091121,0,1,0.441,0.441,1,0
-0.0057019,-0.091103,0,1,0.442,0.442,1,0
-0.0057027,-0.091085,0,1,0.443,0.443,1,0
-0.0057035,-0.091067,0,1,0.444,0.444,1,0
-0.0057043,-0.091049,0,1,0.445,0.445,1,0
-0.005705,-0.091031,0,1,0.446,0.446,1,0
-0.0057058,-0.091013,0,1,0.447,0.447,1,0
-0.0057066,-0.090995,0,1,0.448,0.448,1,0
-0.0057074,-0.090977,0,1,0.449,0.449,1,0
-0.0057081,-0.090959,0,1,0.45,0.45,1,0
-0.0057089,-0.090941,0,1,0.451,0.451,1,0
-0.0057097,-0.090923,0,1,0.452,0.452,1,0
-0.0057105,-0.090905,0,1,0.453,0.453,1,0
-0.0057112,-0.090886,0,1,0.454,0.454,1,0
-0.005712,-0.090868,0,1,0.455,0.455,1,0
-0.0057128,-0.09085,0,1,0.456,0.456,1,0
-0.0057135,-0.090832,0,1,0.457,0.457,1,0
-0.0057143,-0.090814,0,1,0.458,0.458,1,0
-0.0057151,-0.090796,0,1,0.459,0.459,1,0
-0.0057159,-0.090778,0,1,0.46,0.46,1,0
-0.0057166,-0.09076,0,1,0.461,0.461,1,0
-0.0057174,-0.090742,0,1,0.462,0.462,1,0
-0.0057182,-0.090724,0,1,0.463,0.463,1,0
-0.005719,-0.090706,0,1,0.464,0.464,1,0
-0.0057197,-0.090688,0,1,0.465,0.465,1,0
-0.0057205,-0.09067,0,1,0.466,0.466,1,0
-0.0057213,-0.090652,0,1,0.467,0.467,1,0
-0.0057221,-0.090634,0,1,0.468,0.468,1,0
-0.0057228,-0.090616,0,1,0.469,0.469,1,0
-0.0057236,-0.090598,0,1,0.47,0.47,1,0
-0.0057244,-0.09058,0,1,0.471,0.471,1,0
-0.0057252,-0.090562,0,1,0.472,0.472,1,0
-0.0057259,-0.090544,0,1,0.473,0.473,1,0
-0.0057267,-0.090526,0,1,0.474,0.474,1,0
